,Дата,Блок манифольда|P бм  |кгс/см²,Блок манифольда|t жидкости| °С,С-1|P сеп. |кгс/см²,С-1|t жидкости |°С,С-1|L жидкости| см,С-2|P сеп. |кгс/см²,С-2|t жидкости|°С,С-2|L межфазный|см,С-2|L нефти|см,ОН-1|t жидкости|°С,ОН-1|L межфазный|см,ОН-1|P отс. |кгс/см²,С-3|t жидкости|°С,С-3|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,БЕВ-1|L воды|см,БЕВ-1|V воды|м3,БЕВ-1|V нефти,БЕВ-1|t воды,Расход пресной воды
124,2023-03-10 12:00:00,6.8,15,6.2,15,64,4.7,54,61,75,1.2,48,51,37,9,21.8,55,5.2,4.9,58.9,132.2,0.2,22.4,56.8,5.2,4.9,60,164.8,0,164,56.828,0,33,3
125,2023-03-10 14:00:00,6.8,15,6.4,15,67,4.8,54,63,75,1.3,49,51,38,9,22.2,51,5.3,5,55.4,119.7,0.2,21.9,55.7,5.3,5,59.7,146,0,183,64.932,0,33,3
126,2023-03-10 16:00:00,6.8,15,6.2,15,66,4.7,55,64,75,1.1,50,51,38,9,22,54,5.3,4.9,57.1,122.1,0.2,21.9,55.2,5.3,4.9,57.6,135,0,201,72.394,0,33,3.8
127,2023-03-10 18:00:00,6.7,15,6.2,15,65,4.7,55,66,74,1.2,50,51,38,9,22.1,55.1,5.4,5,59.3,178,0.2,22.1,52.8,5.1,4.9,56.3,132.6,0,163,56.397,0,33,3.8
128,2023-03-10 20:00:00,6.8,15,6.2,15,65,4.7,55,64,75,1,50,51,38,9,18.7,52.9,5.4,5,56.5,244,0.2,19,52.8,5.3,5,56,131.2,0,181,64.087,0,33,3.8
129,2023-03-10 22:00:00,6.7,15,6.3,15,67,4.8,55,63,75,1.2,50,51,38,9,19.9,55,5.4,5,58.7,125.9,0.2,20,54.8,5.3,5,58.6,139.1,0.2,203,73.205,0,33,3.8
131,2023-03-11 00:00:00,6.6,15,6.2,15,65,4.7,55,65,75,1.3,50,51,38,9,21,52.8,5.4,5,56.9,121.7,0.2,21.3,52.5,5.3,4.9,56,131.4,0.2,221,80.283,0,33,3.8
132,2023-03-11 02:00:00,6.8,15,6.3,14,66,4.8,54,64,75,1.2,49,49,38,9,21.8,54.7,5.4,5,58.2,126.9,0.2,21.9,53.2,5.4,5,55.6,130.9,0.2,168,58.546,0,33,3.8
133,2023-03-11 04:00:00,6.7,15,6.3,14,65,4.8,54,65,75,1.2,49,49,38,9,20.6,52.9,5.4,5,56.4,243.4,0.2,20.2,55.8,5.4,5,58.9,139.1,0.2,196,70.35,0,33,3.7
134,2023-03-11 06:00:00,6.8,15,6.4,14,65,4.8,55,63,75,1.3,50,51,38,9,22.4,52.9,5.4,5,56.4,243.4,0.2,22.2,55.8,5.4,5,58.9,139.1,0.2,218,79.134,0,33,3.7
135,2023-03-11 08:00:00,6.8,15,6.4,14,65,4.8,55,63,75,1.3,50,51,38,9,20.8,52.9,5.2,5,55.2,120.3,0.2,21.2,53.2,5.3,5,55.8,131.4,0.2,238,86.508,0,33,3.7
136,2023-03-11 10:00:00,6.8,15,6.3,15,67,4.8,55,68,75,1.2,50,50,37,9,21.8,54.3,5.2,4.9,57.7,126.3,0.2,21.8,54.2,5.3,4.9,57.4,262.5,0.2,101,29.994,0,33,3.7
137,2023-03-11 12:00:00,6.8,15,6.2,15,66,4.7,54,69,75,1.1,50,50,37,9,21.1,55.1,5.3,5,58.7,251.4,0.2,21.4,56.4,5.3,5,59.2,144.3,0.2,121,38.333,0,33,3.7
138,2023-03-11 14:00:00,6.8,15,6.3,15,66,4.8,55,68,75,1.2,50,50,37,9,21.7,52,5.4,5,55.8,121.7,0.2,21.5,53.8,5.4,5,57.3,134.5,0.2,140,46.468,0,33,3.8
139,2023-03-11 16:00:00,6.8,15,6.2,15,65,4.7,55,68,75,1.2,50,50,38,9,22.5,53.8,5.3,5,58.2,158.6,0.2,22.4,55.6,5.3,5,59.1,186.5,0.2,158,54.242,0,33,3.8
140,2023-03-11 18:00:00,6.7,15,6.2,15,65,4.7,55,67,75,1.2,50,50,38,9,20.8,51.3,5.3,5,55.2,125,0.2,21.1,51.2,5.3,5,55.2,136.7,0.2,178,62.816,0,33,3.7
141,2023-03-11 20:00:00,6.8,15,6.2,15,64,4.7,55,66,75,1.2,50,50,38,9,21.2,50.9,5.4,5,54.8,244.6,0.2,21.3,54.2,5.2,4.9,57.3,140.8,0.2,199,71.58,0,33,3.7
142,2023-03-11 22:00:00,6.9,15,6.2,15,65,4.7,53,67,75,1.2,50,50,38,9,19.6,51.8,5.4,5,55.4,247.5,0.2,20.1,52.6,5.2,4.9,55.3,132.9,0.2,220,79.902,0,33,3.7
144,2023-03-12 00:00:00,6.7,15,6.2,15,65,4.8,53,66,75,1.2,50,50,38,9,21,51.8,5.4,5,55,245,0.2,21.2,55.9,5.2,4.9,58.5,127.1,0.2,135,44.315,0,33,3.8
145,2023-03-12 02:00:00,6.8,15,6.3,14,66,4.8,54,64,75,1.2,49,49,38,9,17,52.5,5.2,4.9,55.9,127,0.2,16.5,53.5,5.1,4.9,55.9,133.9,0.2,160,55.105,0,33,3.7
146,2023-03-12 04:00:00,6.9,15,6.3,14,65,4.8,54,65,75,1.2,49,50,38,9,17.8,53.6,5.4,5,57.4,133.6,0.2,17.6,54.5,5.2,4.9,57.8,272.9,0.2,178,62.816,0,33,3.8
147,2023-03-12 06:00:00,6.9,15,6.3,14,65,4.8,53,66,75,1.2,49,50,37,9,22.1,53.3,5.3,5,57,254.2,0.2,21.5,53.1,5.3,5,56,134.7,0.2,200,71.987,0,33,3.8
148,2023-03-12 08:00:00,6.9,15,6.2,14,66,4.7,54,66,75,1.1,49,50,36,9,17,51.4,5.3,5,54.9,124.8,0.2,17.4,51.5,5.3,5,54.3,132,0.2,223,81.042,0,33,3.8
149,2023-03-12 10:00:00,6.8,15,6.3,14,65,4.8,54,72,75,1.2,49,50,36,9,22.2,54.1,5.3,5,58.4,145.7,0.2,22.1,50.8,5.3,5,54.1,132.7,0.2,113,34.961,0,33,3.8
150,2023-03-12 12:00:00,6.8,15,6.3,14,65,4.8,54,66,75,1.2,49,51,36,9,22.7,52.2,5.4,5.1,55.9,125.1,0.2,22.4,51.5,5.4,5.1,54.5,132.5,0.2,143,47.763,0,33,3.8
151,2023-03-12 14:00:00,6.8,15,6.3,14,65,4.8,54,70,75,1.2,49,51,37,9,21.5,53.6,5.3,5,57.6,131.4,0.2,21.6,55.4,5.3,5,58.1,144.1,0.2,160,55.105,0,33,3.7
152,2023-03-12 16:00:00,6.8,15,6.3,15,66,4.8,54,66,75,1.3,48,51,37,9,23.4,50.6,5.4,5.1,54.8,122.4,0.2,23.2,54.9,5.4,5.1,58.5,148.2,0.2,181,64.087,0,33,3.7
153,2023-03-12 18:00:00,6.9,15,6.3,15,64,4.9,54,66,76,1.3,49,51,37,9,18.7,53.5,5.2,5.1,54.8,129.7,0.2,19.3,53.1,5.2,4.9,58.5,135.6,0.2,203,73.205,0,33,3.7
154,2023-03-12 20:00:00,6.8,15,6.5,15,65,4.9,54,66,75,1.1,49,51,37,9,20.9,52.2,5.3,5,55.9,122.2,0.2,21.2,54.7,5.1,4.9,57.8,140,0.2,221,80.283,0,33,3.7
155,2023-03-12 22:00:00,6.9,15,6.5,15,65,4.9,53,68,75,1.1,49,51,37,9,20.7,54.9,5.4,5,58.5,147.8,0.2,21,55.6,5.4,5,58.9,148.8,0.2,140,46.468,0,33,3.7
157,2023-03-13 00:00:00,6.9,15,6.5,15,67,4.9,53,66,76,1,49,50,36,9,17.6,53.8,5.4,5.1,57.7,130.6,0.2,17.7,55.4,5.3,5,58.8,149,0.2,164,56.828,0,33,3.8
158,2023-03-13 02:00:00,6.7,15,6.3,14,65,4.8,54,66,75,1.2,49,49,36,9,21.5,54.6,5.2,4.9,58.5,149.7,0.2,21.3,53.4,5.2,5,56.9,135.8,0.2,185,65.773,0,33,3.8
159,2023-03-13 04:00:00,6.8,15,6.3,14,66,4.8,54,67,75,1.2,49,52,36,9,21.6,52.2,5.5,5.1,56.5,123.2,0.2,21.5,53.9,5.4,5,57.5,138,0.2,207,74.814,0,33,3.8
160,2023-03-13 06:00:00,6.8,15,6.3,14,66,4.8,54,67,75,1.2,49,52,36,9,21.8,52.8,5.4,5,56.9,246.9,0.2,21.9,50.7,5.4,5,54.3,130.3,0.2,231,84.009,0,33,3.8
161,2023-03-13 08:00:00,6.8,15,6.2,14,66,4.7,54,66,75,1.2,49,52,36,9,19.3,52.1,5.3,5,55.5,119.8,0.2,19.5,51.1,5.3,5,54,204.5,0.2,118,37.064,0,33,3.8
162,2023-03-13 10:00:00,6.8,15,6.2,14,65,4.8,53,66,75,1.1,49,52,36,9,22.1,54.6,5.3,5,58.1,138.8,0.2,21.8,54.2,5.3,5,57.2,263.9,0.2,139,46.037,0,33,3.8
163,2023-03-13 12:00:00,6.8,15,6.2,14,65,4.8,53,66,75,1.1,49,52,36,9,20.4,52.2,5.3,5,56,244,0.2,20.6,52.9,5.3,5,56.5,133.7,0.2,159,54.673,0,33,3.8
164,2023-03-13 14:00:00,6.8,15,6.2,14,65,4.8,53,66,75,1.1,49,52,36,9,21.2,50.9,5.3,5,54.6,116.7,0.2,21.4,51.2,5.3,5,54.3,131.5,0.2,182,64.51,0,33,3.8
165,2023-03-13 16:00:00,6.7,15,6.2,14,65,4.7,54,66,75,1.2,49,53,36,9,19.6,53.3,5.2,4.9,57.1,124.7,0.2,20.1,51.1,5.2,4.9,54.4,239.8,0.2,203,73.205,0,33,3.9
166,2023-03-13 18:00:00,6.8,15,6.2,14,68,4.8,53,66,75,1.2,48,51,36,9,16.2,53.7,5.3,5,57.4,250.2,0.2,16.1,55.1,5.3,4.9,58.2,142.2,0.2,141,46.899,0,33,3.9
167,2023-03-13 20:00:00,6.7,15,6.1,14,70,4.7,53,66,75,1.2,49,51,36,9,21.4,51.7,4.9,5.3,55.6,245.3,0.2,21.3,52.8,5.2,4.9,56.1,133.7,0.2,161,55.536,0,33,3.9
168,2023-03-13 22:00:00,6.7,15,6.1,14,65,4.7,53,67,75,1.2,49,51,36,9,21.8,52.2,5.3,4.9,56.1,123.9,0.2,21.8,52,5.2,4.9,55.3,131.9,0.2,182,64.51,0,33,3.9
170,2023-03-14 00:00:00,6.7,15,6.1,14,65,4.7,53,67,75,1.2,49,51,36,9,22.4,52.6,5.2,4.9,56.1,125.7,0.2,22.4,53.2,5.2,4.8,55.8,134.1,0.2,206,74.413,0,33,3.8
171,2023-03-14 02:00:00,6.7,15,6.3,14,65,4.8,54,66,75,1.2,49,49,36,9,19.6,52,5.3,4.9,55.1,133.4,0.2,18.8,52.7,5.2,4.9,55.1,185.1,0.2,223,81.042,0,33,3.8
172,2023-03-14 04:00:00,6.7,15,6.3,14,64,4.8,54,67,75,1.2,49,52,36,9,18,52.1,5.3,4.9,56.1,128.1,0.2,17.9,54,5.2,4.9,57.3,140.2,0.2,143,47.763,0,33,3.8
173,2023-03-14 06:00:00,6.7,15,6.2,14,66,4.8,54,66,75,1.2,49,51,36,9,24.5,53.9,5.3,4.9,57.8,128.1,0.2,17.9,54,5.2,4.9,57.3,140.2,0.2,164,56.828,0,33,3.8
174,2023-03-14 08:00:00,6.8,15,6.3,14,65,4.8,53,66,75,1.3,48,51,36,9,19.2,50.1,5.3,5,54.1,229.7,0.2,19.5,54.5,5.3,5,58.2,146,0.2,184,65.353,0,33,3.8
175,2023-03-14 10:00:00,6.8,15,6.1,14,65,4.7,54,68,75,1.2,49,51,36,9,20,51.9,5.3,5,55.2,122.8,0.2,20.2,52.2,5.3,5,55.1,131.4,0.2,115,35.8,0,33,3.8
176,2023-03-14 12:00:00,6.7,15,6.2,14,66,4.8,53,66,75,1.2,49,51,37,9,20.7,53.4,5.3,5,57.9,251.8,0.2,20.5,51.2,5.3,5,55.2,131.7,0.2,138,45.606,0,33,3.8
177,2023-03-14 14:00:00,6.7,15,6.2,14,66,4.8,53,66,75,1.2,49,51,37,9,22.1,50.7,5.3,5,54,199.7,0.2,21.7,54.9,5.3,5,57.7,140.5,0.2,156,53.379,0,33,3.8
178,2023-03-14 16:00:00,6.8,15,6.3,14,66,4.8,54,66,75,1.3,49,52,37,9,20.9,51.5,5.3,5,55.5,124.9,0.2,21.1,52.5,5.3,5,55.8,135.3,0.2,122,38.757,0,33,3.9
179,2023-03-14 18:00:00,6.9,15,6.2,14,67,4.7,54,66,76,1.2,49,52,37,9,23.6,55.2,5.3,4.9,58.5,124.9,0.2,21.7,53,5.3,5,55.3,135.1,0.2,142,47.331,0,33,3.9
180,2023-03-14 20:00:00,6.8,15,6.2,14,65,4.7,54,66,75,1.2,49,53,37,9,18.2,54,5,4.8,57.9,138.5,0.2,19,54.7,5,4.8,57.9,142.4,0.2,163,56.397,0,33,3.9
181,2023-03-14 22:00:00,6.7,15,6.2,14,65,4.7,54,66,75,1.2,49,53,37,9,22.1,50.6,5.3,5,54.9,246.6,0.2,22.1,52.3,5.1,4.9,55.8,135.6,0.2,192,68.697,0,33,3.9
183,2023-03-15 00:00:00,6.8,15,6.2,14,65,4.7,54,66,75,1.2,49,52,37,9,19.8,52.1,5.2,4.9,56.3,127.7,0.2,20.1,51.5,5.2,4.9,55.1,134.2,0.2,214,77.582,0,33,4
184,2023-03-15 02:00:00,6.5,15,6.3,14,66,4.7,54,66,75,1.1,49,49,36,9,17.2,50.7,5.1,4.9,54.4,123.3,0.2,16.4,53.2,5.2,4.9,56.3,269,0.2,151,51.219,0,33,4
185,2023-03-15 04:00:00,6.6,15,6.3,14,65,4.6,54,66,73,1.2,49,52,36,9,19.7,50.5,5.4,5,54.6,123.5,0.2,19.8,53.4,5.2,4.9,57.2,139.2,0.2,178,62.816,0,33,4
186,2023-03-15 06:00:00,6.7,15,6.3,14,65,4.7,54,66,75,1.1,49,50,36,9,18.3,53.9,5.2,5,57.7,254.7,0.2,18.4,52.1,5.2,5,55.1,133,0.2,200,71.987,0,33,4
187,2023-03-15 08:00:00,6.7,15,6.2,14,65,4.7,53,65,75,1.2,49,50,36,9,21.8,51.4,5.2,5,55.1,243.9,0.2,21.9,54.7,5.2,5,57.8,140.1,0.2,157,53.81,0,33,4
188,2023-03-15 10:00:00,6.8,15,6.3,14,65,4.8,53,66,75,1.3,48,50,36,9,17.2,51.3,5.2,5,55.3,123.1,0.2,17.5,52.3,5.2,5,55.8,133.3,0.2,116,36.22,0,33,4
189,2023-03-15 12:00:00,6.7,15,6.2,14,65,4.7,53,68,75,1.2,49,50,36,9,20.1,55,5.2,4.9,58.3,138.4,0.2,20.4,52.7,5.2,4.9,55.4,132.8,0.2,133,43.456,0,33,4
190,2023-03-15 14:00:00,6.8,15,6.3,14,65,4.8,54,66,75,1.2,49,50,37,9,20,53.9,5.3,5,57.5,130.3,0.2,20.3,51.8,5.3,5,54.8,133.1,0.2,157,53.81,0,33,4
191,2023-03-15 16:00:00,6.8,15,6.2,14,67,4.8,55,66,75,1.3,50,50,31,9,31.5,55.5,5.4,5,59.1,133,0.2,31.4,55.3,5.4,5,58.4,266.5,0.2,175,61.54,0,33,4
192,2023-03-15 18:00:00,7,15,6.4,14,67,4.9,55,66,75,1.5,50,50,30,9,30.1,54,5.5,5.1,57.2,248,0.2,30.5,54.6,5.5,5.1,57.2,134.6,0.2,160,55.105,0,33,4
193,2023-03-15 20:00:00,7.1,15,6.4,14,67,5,55,67,75,1.2,50,50,30,9,30.7,52.7,5.5,5.2,55.9,123.4,0.2,30.5,53.7,5.5,5.2,56.5,133.7,0.2,142,47.331,0,33,4
194,2023-03-15 22:00:00,7,15,6.4,14,66,5,55,66,75,1.5,50,51,27,9,29.6,53,5.6,5.1,56.6,124.2,0.2,29.4,52,5.5,5.1,55.1,133,0.2,166,57.688,0,33,4
196,2023-03-16 00:00:00,7,15,6.4,14,65,4.9,55,67,75,1.5,50,51,27,9,33.3,52.7,5.6,5.2,56,125,0.2,33.3,54.3,5.6,5.2,57.2,134.6,0.2,186,66.193,0,33,4
197,2023-03-16 02:00:00,6.9,15,6.3,14,66,4.9,56,68,75,1.3,50,49,27,9,33.6,55.3,5.7,5.3,58.3,130.7,0.2,33.7,55.6,5.7,5.2,57.9,136.9,0.2,210,76.008,0,33,4
198,2023-03-16 04:00:00,7,15,6.5,14,64,5,56,66,75,1.5,50,51,27,9,31.1,52.4,5.7,5.3,56.7,125,0.2,31.4,55.6,5.6,5.2,59.2,140.8,0.2,138,45.606,0,33,4
199,2023-03-16 06:00:00,7.1,15,6.5,14,66,5,55,66,75,1.5,51,51,27,9,32.4,53.4,5.5,5.2,56.7,131.5,0.2,32.7,54.8,5.5,5.2,59.2,132.6,0.2,158,54.242,0,33,4
200,2023-03-16 08:00:00,7.2,15,6.7,14,64,5.1,55,67,75,1.6,50,51,27,9,33,53.3,5.6,5.2,56.8,126.2,0.2,33.3,54,5.6,5.2,56.8,132.9,0.2,176,61.966,0,33,4
201,2023-03-16 10:00:00,7.1,15,6.4,14,65,5,55,66,75,1.4,50,51,27,9,33.2,53.5,5.6,5.1,56.9,125.3,0.2,32.8,56.3,5.6,5.1,59.6,147.7,0.2,200,71.987,0,33,4
202,2023-03-16 12:00:00,7.1,15,6.4,14,65,5,55,66,75,1.4,50,51,27,9,33.4,53.2,5.7,5.2,57,124.7,0.2,33.2,53.6,5.7,5.2,56.5,133,0.2,227,82.539,0,33,4
203,2023-03-16 14:00:00,7.2,15,6.4,14,65,5,56,67,75,1.5,51,51,28,9,32.2,53.5,5.7,5.3,57,123.8,0.2,32.5,55.1,5.7,5.3,57.8,135.4,0.2,105,31.636,0,33,4
204,2023-03-16 16:00:00,7.2,15,6.4,14,65,5,56,67,75,1.5,51,51,28,9,32,53.2,5.7,5.2,56.8,123.9,0.2,31.8,53.8,5.7,5.2,57.2,261.3,0.2,129,41.741,0,33,4
205,2023-03-16 18:00:00,7.1,15,6.6,14,67,5,56,68,75,1.5,51,51,28,9,32,53,5.7,5.3,56.3,123.7,0.2,32.5,53.5,5.7,5.2,56.2,133.6,0.2,155,52.947,0,33,4
206,2023-03-16 20:00:00,7,15,6.6,14,68,5,56,66,75,1.5,51,51,28,9,31,53.7,5.8,5.4,57.8,127.1,0.2,30.8,52.1,5.8,5.4,55.3,132.9,0.2,176,61.966,0,33,4
207,2023-03-16 22:00:00,7.1,15,6.7,14,66,5,56,66,76,1.5,51,51,27,9,34.1,53.5,5.8,5.4,57,124.9,0.2,34.1,53.9,5.8,5.4,56.7,133.6,0.2,197,70.761,0,33,4
209,2023-03-17 00:00:00,7.2,15,6.7,14,71,5,56,66,76,1.5,51,52,27,9,31.5,53.5,5.8,5.4,56.7,124.9,0.2,31.9,55.9,5.8,5.4,58.7,137.2,0.2,220,79.902,0,33,4
210,2023-03-17 02:00:00,7.1,15,6.7,14,67,5.1,54,66,75,1.5,50,52,26,9,29.5,51.6,5.7,5.3,55,188.1,0.2,29,55.6,5.7,5.2,57.9,145.1,0.2,136,44.745,0,33,4
211,2023-03-17 04:00:00,7.1,15,6.7,14,67,5.1,54,66,75,1.5,50,52,26,9,28.3,52.6,6,5.5,55.9,124.4,0.2,28.9,52.3,5.9,5.4,55.5,131.5,0.2,157,53.81,0,33,4
212,2023-03-17 06:00:00,7.1,15,6.7,14,67,5.1,54,66,75,1.5,50,52,26,9,28.3,52.6,6,5.5,55.9,124.4,0.2,28.9,52.3,5.9,5.4,55.5,131.5,0.2,181,64.087,0,33,4
213,2023-03-17 08:00:00,7.2,15,6.7,14,70,5.2,55,66,75,1.5,50,51,27,9,32.6,52.5,5.8,5.4,55.8,123.1,0.2,32.7,55.2,5.8,5.4,58.3,134.1,0.2,203,73.205,0,33,4
214,2023-03-17 10:00:00,7.2,15,6.8,14,72,5.3,55,66,75,1.5,50,51,27,9,32.9,52.8,5.8,5.4,56.3,121.4,0.2,32.8,52.6,5.8,5.4,55.7,133.6,0.2,119,37.486,0,33,4
215,2023-03-17 12:00:00,7.2,15,6.8,14,70,5.3,55,66,75,1.5,50,51,27,9,32.2,55,5.7,5.3,58.1,123.1,0.2,32.3,52.3,5.7,5.3,55,172.2,0.2,142,47.331,0,33,4
216,2023-03-17 14:00:00,7.1,15,6.6,14,66,5.3,55,66,75,1.4,51,51,28,9,32.1,52.1,5.6,5.2,55,120.6,0.2,31.9,54.7,5.6,5.2,57.5,136,0.2,164,56.828,0,33,4
217,2023-03-17 16:00:00,7.1,15,6.6,14,66,5.3,55,66,75,1.4,51,51,28,9,32.1,52.1,5.6,5.2,55,120.6,0.2,31.9,54.7,5.6,5.2,57.5,136,0.2,181,64.087,0,33,4
218,2023-03-17 18:00:00,7,15,6.5,14,66,5.1,55,66,75,1.5,51,51,29,9,32.5,56.3,5.8,5.4,59.6,140.3,0.2,32.5,56.6,5.6,5.3,59.5,143.3,0.2,203,73.205,0,33,4
219,2023-03-17 20:00:00,7.1,15,6.5,14,62,5.2,55,66,75,1.2,51,51,29,9,24.8,53.6,5.7,5.3,56.5,123,0.2,24.9,56.7,5.6,5.2,59.5,142.9,0.2,221,80.283,0,33,4
220,2023-03-17 22:00:00,7,15,6.5,14,63,5.2,55,66,75,1.2,51,51,27,9,32,51.9,5.8,5.4,55.5,121.8,0.2,32,52.3,5.7,5.4,59.5,133.4,0.2,132,43.027,0,33,4
222,2023-03-18 00:00:00,7.2,15,6.5,14,68,5.2,55,66,75,1.2,51,51,27,9,32,51.7,5.7,5.3,55.6,122.9,0.2,32.4,51.7,5.7,5.3,55,133.4,0.2,158,54.242,0,33,4
223,2023-03-18 02:00:00,7.1,15,6.7,14,72,5.1,54,66,75,1.5,50,51,26,9,32.4,56.7,5.9,5.6,59.8,165.2,0.2,32.6,54.6,5.8,5.4,57.1,133.8,0.2,176,61.966,0,33,4
224,2023-03-18 04:00:00,7.2,15,6.7,14,70,5.1,54,67,75,1.5,50,50,27,9,32.8,55.9,5.9,5.6,59.1,242.7,0.2,32.6,55.2,5.8,5.4,58,136.3,0.2,194,69.525,0,33,4
225,2023-03-18 06:00:00,7.1,15,6.6,14,66,5.1,54,67,75,1.5,50,51,27,9,33.1,56.3,5.8,5.4,59.6,146.3,0.2,33.4,52.7,5.8,5.4,55.2,132.5,0.2,212,76.797,0,33,4
226,2023-03-18 08:00:00,7.1,15,6.6,14,66,5.1,54,67,75,1.5,50,51,27,9,33,53.1,5.8,5.4,56,122.6,0.2,33.3,56.8,5.8,5.4,59.5,141.3,0.2,155,52.947,0,33,4
227,2023-03-18 10:00:00,7,15,6.6,14,74,5.2,55,66,75,1.5,50,51,27,9,32.6,52.3,5.8,5.4,55.2,121,0.2,32.9,56,5.8,5.4,58.8,136.1,0.2,114,35.38,0,33,4
228,2023-03-18 12:00:00,7,15,6.6,14,67,5.3,55,66,75,1.5,50,51,27,9,33.4,53.8,5.7,5.3,56.7,121.6,0.2,33.5,54.3,5.7,5.3,58.8,132.7,0.2,135,44.315,0,33,4
229,2023-03-18 14:00:00,7.1,15,6.6,14,66,5.1,54,68,75,1.5,50,51,27,9,33.3,54.2,5.7,5.3,57.3,245.6,0.2,33.2,52.5,5.7,5.3,55.2,130.8,0.2,146,49.058,0,33,4
230,2023-03-18 16:00:00,7.1,15,6.6,14,66,5.1,54,68,75,1.5,50,51,27,9,32.6,53,5.7,5.3,56,117.8,0.2,33.1,55.9,5.7,5.3,58.5,135.3,0.2,163,56.397,0,33,4
231,2023-03-18 18:00:00,7.2,15,6.6,14,66,5.1,54,66,75,1.5,50,52,27,9,32.6,53,5.7,5.3,56,117.8,0.2,33.1,55.9,5.7,5.3,58.5,135.3,0.2,181,64.087,0,33,4
232,2023-03-18 20:00:00,7.3,15,6.6,14,66,5.1,54,66,75,1.5,51,52,26,9,32.3,53,5.8,5.4,55.7,116.3,0.2,32.6,53.2,5.7,5.3,55.6,130.9,0.2,200,71.987,0,33,5
233,2023-03-18 22:00:00,7.2,15,6.6,14,66,5.1,54,66,75,1.5,51,52,26,9,33,54.9,5.8,5.4,58.7,127.5,0.2,32.3,52.7,5.7,5.3,55.5,129.9,0.2,218,79.134,0,33,5
235,2023-03-19 00:00:00,7.2,15,6.6,14,65,5.1,54,66,75,1.4,51,52,26,9,31.8,56.6,5.7,5.2,59.7,146.5,0.2,32.3,52.7,5.6,5.2,55.5,266.5,0.2,117,36.642,0,33,4
236,2023-03-19 02:00:00,7,15,6.7,14,65,5.1,56,66,75,1.5,50,52,26,9,32.6,54.8,5.8,5.4,59.8,128.6,0.2,32.8,56,5.6,5.2,59.1,138.8,0.2,130,42.169,0,33,4
237,2023-03-19 04:00:00,7,15,6.7,14,65,5.1,54,67,75,1.5,50,52,26,9,32.8,52.4,5.6,5.2,55.3,119.9,0.2,33.1,52.6,5.5,5,55.1,227.7,0.2,147,49.49,0,33,4.2
238,2023-03-19 06:00:00,7.1,15,6.5,14,65,5.1,55,66,75,1.5,50,52,26,9,33,52.6,5.7,5.3,55.4,121.5,0.2,33.2,55.2,5.7,5.3,58.5,135.1,0.2,164,56.828,0,33,4.2
239,2023-03-19 08:00:00,7.1,15,6.5,14,65,5.1,55,66,75,1.5,50,52,26,9,30.4,53,5.7,5.3,56.2,123.8,0.2,30.6,52.3,5.7,5.3,55.3,131.7,0.2,188,67.031,0,33,4.2
240,2023-03-19 10:00:00,7.1,15,6.5,14,65,5.1,54,66,75,1.5,50,51,26,9,33.3,55,5.7,5.3,58.6,129.1,0.2,33.5,55.4,5.7,5.3,58.1,135.6,0.2,204,73.609,0,33,4.2
241,2023-03-19 12:00:00,7.1,15,6.5,14,70,5.1,54,66,75,1.4,51,51,27,9,32.9,52.8,5.7,5.3,55.8,119.4,0.2,33.1,54.2,5.7,5.3,56.8,133,0.2,223,81.042,0,33,4.2
242,2023-03-19 14:00:00,7.1,15,6.5,14,66,5.1,55,66,75,1.4,51,51,27,9,33.3,54.3,5.7,5.3,57.4,124.8,0.2,33,57.7,5.7,5.3,60.3,182.6,0.2,109,33.292,0,33,4.2
243,2023-03-19 16:00:00,7,15,6.5,14,66,5,55,66,75,1.4,50,51,26,9,32.9,52.4,5.7,5.3,55.2,118.4,0.2,32.8,55.3,5.7,5.3,57.8,134.8,0.2,123,39.182,0,33,4.2
244,2023-03-19 18:00:00,6.9,15,6.5,14,65,5.1,55,66,76,1.2,50,51,26,9,25.2,53.6,5.7,5.1,56.5,123.3,0.2,24.7,53.4,5.7,5.2,55.8,132.7,0.2,143,47.763,0,33,4.2
245,2023-03-19 20:00:00,7,15,6.5,14,67,5.1,55,66,76,1.5,50,51,26,9,32.9,52.4,5.7,5.3,55.8,235.1,0.2,32.9,52.3,5.6,5.2,55.1,208.5,0.2,160,55.105,0,33,4.2
246,2023-03-19 22:00:00,6.9,15,6.5,14,65,5.1,55,66,75,1.5,50,51,26,9,33,54,5.7,5.3,57.1,124.1,0.2,33.3,53.3,5.5,5.1,55.8,132.5,0.2,178,62.816,0,33,4.2
261,2023-03-20 00:00:00,7.1,14,6.6,14,66,5.3,55,66,75,1.4,51,51,26,9,33.9,53.3,5.9,5.5,56.6,123.9,0.2,32.9,52.6,5.8,5.4,55.4,132.6,0.2,176,61.966,0,50,4.2
